mp-11000,CaB4O7,3,24,False,True,200.46837933756484,3.235750527625847,-7.873802169583333,-3.0040785376736117,1.6700031613443131
mp-11016,RbCd(NO2)3,4,11,False,True,166.38190300353864,3.352331286838625,-5.804579349090909,-1.1483842374672717,0.24021536662763196
mp-11168,Ca(PIr)2,3,15,False,True,273.71408252196767,8.85360033585761,-6.9983306259999996,-0.8977515664285713,1.8139912230826063
mp-11520,YNiSb,3,3,False,True,64.42243895882282,6.942946551527035,-6.35814189,-0.8998432094444446,0.40261333333333343
mp-11607,Si3N4,2,14,False,True,136.57196749471183,3.4113281163508433,-8.082638882857143,-1.2140587806457137,0.0249962031186255
mp-1190,ZnSe,2,2,False,True,47.33765261366124,5.0642638033254705,-3.09298382,-0.715297778671875,0.057089999999999946
mp-12011,KTbGeS4,4,14,False,True,370.32696933322006,3.577532017163153,-5.097520778571429,-1.6326299007857148,0.29739020179358067
mp-12459,Ag3PS4,3,16,False,True,355.152456222366,4.515086048615986,-3.98668144375,-0.5113273813839294,0.6239038436329751
mp-12797,BaBe2Si2O7,4,24,False,True,277.72306975639225,3.8687066360194406,-7.4795880725,-3.315901726562501,0.8577067564733298
mp-12902,ErAgTe2,3,8,False,True,236.16325240967473,7.457798879279084,-4.32122359,-0.8995846608333329,0.66249
mp-12903,YAgTe2,3,8,False,True,241.0363544909745,6.2274469482155625,-4.824389965,-0.9280885716666667,0.6785699999999999
mp-1290803,YCr(WO4)2,4,24,True,True,315.3105162974373,6.704890290115116,-7.94843718125,-2.507962279861111,1.4358216206115553
mp-13305,SmSnAu,3,3,False,True,79.91512404303154,9.683672848651906,-4.852150946666667,-0.8575312811111111,0.44717999999999997
mp-13703,Al4CO4,3,18,False,True,228.86289514228,2.6691119339587055,-7.178840040000001,-2.6019805938888902,0.6789705445558932
mp-14168,K2GeF6,3,18,False,True,283.38642705949457,3.1035756284552507,-4.764271717222222,-3.0574261253488886,0.26179837127072136
mp-14232,LiBO2,3,8,False,True,59.069878826013564,2.7971327286640815,-7.00798987,-2.738078761875,1.11153
mp-14482,SrNb6O16,3,23,False,True,310.3208658322583,4.8215465823340455,-8.761529495652173,-3.099444322028985,4.833715047966448
mp-14485,LaTa7O19,3,54,False,True,694.352295782005,8.176656269967527,-9.691424908148148,-3.446680761064815,0.10841714552887816
mp-15687,KZnAs,3,3,False,True,82.70521758178221,3.6025380509957845,-2.81130462,-0.4685154160000001,0.28009208246170164
mp-15748,Sr2CuSi2O7,4,24,False,True,344.2359543289889,3.926150091756435,-6.976697958750001,-2.9729805614236127,0.35121
mp-15988,Li2CuSb,3,4,False,True,63.520109932708664,5.2071611754122715,-3.4363026875,-0.42478969708333336,0.5682699999999988
mp-16238,Li2AgSb,3,4,False,True,73.88228428198484,5.473006115984492,-3.1505422125,-0.4556986254166664,0.036709999999999916
mp-16773,KTb(PO3)4,4,36,False,True,495.67434533971175,3.4432692091377946,-7.283253156388889,-2.9307034831825387,0.4442914067366146
mp-16787,K2V3O8,3,26,True,True,448.4442867745932,2.6587944131664547,-6.945634226538461,-2.454311907,0.8605252377472724
mp-16804,LiCaPO4,4,42,False,True,511.7431489332775,2.7644400113167804,-6.872205671904761,-3.1144437683673463,0.7665100785536847
mp-16988,SrCu2SnS4,4,24,False,True,543.8841519105563,4.228700077243784,-4.579246721666666,-1.1077280915624996,0.3626645920722128
mp-1700,AlN,2,2,False,True,21.31697376170153,3.1928814632411577,-7.423575345,-1.5745513361899999,0.4951099999999992
mp-17066,Y2TeO6,3,36,False,True,490.75690319312264,5.432863535369743,-7.631798042222223,-3.015193258240741,0.37565
mp-17244,Ba2ZnGe2S6O,5,24,False,True,620.0753115673024,3.7155800659154674,-4.94484804875,-1.660178865833333,0.16050000000000003
mp-17297,Na2GeF6,3,27,False,True,383.1393311701352,3.024418673803897,-4.764351521851852,-3.012656139311852,0.12347583896064754
mp-17307,K2Hg3(GeSe4)2,4,30,False,True,951.2862544516754,5.086341753374637,-3.1947443766666668,-0.5058110409833333,0.14012144732289614
mp-1778,BeO,2,2,False,True,13.980552130110983,2.9707487927968956,-7.09646461,-3.103925443125,0.11965000000000003
mp-17862,Ag3Ge5P6,3,28,False,True,569.5016588283838,5.08888666007648,-4.606652973571428,-0.030591510102040736,0.10781459314777593
mp-17926,Zr3Ni3Sb4,3,20,False,True,381.5188948356316,8.154668308827391,-6.6004623485,-0.6506057855000009,1.4671132247374032
mp-18147,LiGaSiO4,4,42,False,True,508.0306152181572,3.3093810377918627,-6.7011218785714295,-2.794969692380953,0.08242156593245008
mp-18179,Cd4SiS6,3,22,False,True,533.8727294389162,4.168632446855849,-3.7226409831818184,-1.0057190762499995,0.34871429617718974
mp-18274,Ba4LiNb3O12,4,40,False,True,582.3421567351171,5.856724311308172,-7.7594271355,-3.2175917895833335,0.8006441411763559
mp-18292,La4MnS6O,4,24,True,True,537.5439950901946,5.059668932646044,-6.902637757083333,-2.5435969729679315,0.43070089163772246
mp-18385,Lu2Si2O7,3,44,False,True,520.4361758688675,6.61235052401127,-8.224588135,-3.7147389867045457,0.09045000000000002
mp-18440,Rb7NbAs4,3,24,False,True,915.1201088188303,3.595973800807945,-3.375338843333333,-0.4087491943749999,0.15694801368606104
mp-18442,Mn4SiO7,3,24,True,True,282.6471425621969,4.228010487016153,-7.758403574583333,-2.336197390100891,0.26171755768385124
mp-18609,K2Se5,2,28,False,True,918.6843873435178,3.419800449024386,-3.3895233860714287,-0.5751869171741072,0.05065999999999999
mp-18661,KY(PO3)4,4,36,False,True,494.1582008507021,2.9832551233741382,-7.3780074575,-2.923696197812169,0.47760683715792857
mp-18685,SrCu2GeS4,4,24,False,True,506.56796338643204,4.087151190210648,-4.674426689583333,-1.1247559782291663,0.11591526418408443
mp-18762,Na4CoO3,3,16,True,True,241.75906681877322,2.732186204928266,-4.326109138125,-1.4235833604687502,1.241128878992139
mp-18939,LiCo(CO)4,4,10,True,True,178.18476555697657,1.658021267193128,-7.092657794999999,-0.9893596146666667,0.10509869497686204
mp-19219,Li3VO4,3,16,True,True,177.7810505734812,2.536133817132607,-6.2720600825,-2.508336756875,1.4588063071566424
mp-19259,Sr4Al6WO16,4,27,True,True,447.6112876911934,3.5324503774271694,-7.219735455925926,-3.3023593832098763,0.15010666666666667
mp-19422,Na3VS3O,4,16,True,True,350.72057549938785,2.1978736688421447,-4.74647576125,-1.4962682294531255,0.44868030467137743
mp-19833,InAgS2,3,8,False,True,202.53279151043154,4.703134676143714,-3.8897795125,-0.7572313823958332,0.28135999999999994
mp-19842,CaFeO2,3,4,True,True,51.788659247828264,4.101653644875537,-6.48736764,-2.4305949618750002,0.0
mp-19886,ThSnPt,3,3,False,True,79.31117724744797,11.428092185364541,-6.900958083333333,-1.075271103333333,0.4897066666666663
mp-20187,LiInSe2,3,8,False,True,217.894253492558,4.262782434361186,-3.7834131975,-0.8703058128385415,0.09831000000000004
mp-20261,Mn(GaSe2)2,3,7,False,True,179.24581396655387,4.726732117868635,-4.732165960000001,-0.5605184998614534,0.09723817228845882
mp-20282,CsPbF3,3,10,False,True,232.14681541567182,5.680897668571332,-4.576854985,-2.8029265203002067,0.48941773304694414
mp-20316,PPbSe3,3,20,False,True,548.2609232155576,5.75525472997988,-4.237925034,-0.3152030651205351,0.0
mp-20817,GePtSe,3,12,False,True,227.74110304286472,10.111171129877363,-5.2811134583333335,-0.5530031857812503,0.4170093248357883
mp-21255,FeGe,2,8,False,True,101.88787116361229,8.37604539648469,-6.5581951375,-0.01479080250000031,0.5561733333333331
mp-21266,BPPbO5,4,24,False,True,295.63776122450867,5.54347716258887,-7.185651982916667,-2.5564528083110116,0.49137233762855226
mp-21272,ErNiSb,3,3,False,True,62.81581062638487,9.191794376837535,-5.729094280000001,-0.9036788850000003,0.19590333333333346
mp-21489,Rb2PbO3,3,12,False,True,257.0515202585309,5.505603004812946,-4.629650655833333,-1.5612083056250003,3.386161860248265
mp-22386,InAgTe2,3,8,False,True,280.93003124599284,5.649440099071408,-3.25418098,-0.28647731833333356,0.05160000000000003
mp-22512,Sr2In2O5,3,18,False,True,291.02657814863,5.533175361947333,-5.842320821666666,-2.4966922316203704,1.04019184240216
mp-22576,Mn(SbO3)2,3,54,True,True,666.6846068178484,5.894904415601668,-6.569956735,-1.9907513681239075,0.11533881148406636
mp-22736,InCuS2,3,8,False,True,173.91282059262562,4.630719605301304,-4.25954641625,-0.8103288828125006,4.016270261895697
mp-22756,K2PbO3,3,12,False,True,234.26037089746978,4.726493678909918,-4.7099650325,-1.5982343907916665,0.6262806735003086
mp-22786,ThNiSn,3,3,False,True,71.32328956279774,9.532559884607888,-6.423899606666667,-0.6952412633333344,0.707216666666667
mp-22908,BiCl3,2,16,False,True,501.03756636469046,4.18039220770954,-3.290307125625,-1.3783147980700001,0.0
mp-22993,AgClO4,3,6,False,True,88.55012074337522,3.887752588431196,-4.036616384999999,-0.5251094002655551,0.26677999999999985
mp-23151,Na4BeAlSi4ClO12,6,23,False,True,341.5246385280341,2.274218125095063,-6.782387566956522,-3.0158971349243475,0.19133177624221243
mp-23330,NaClO3,3,20,False,True,299.3654104053254,2.36165406959436,-4.2736380545,-1.2130239769020001,0.008879999999999999
mp-23376,GaSeBr7,3,18,False,True,704.888972191964,3.335787486058909,-2.4813127733333333,-0.48325864248263883,0.7720749322261653
mp-23418,Hg3(SCl)2,3,14,False,True,392.0608912164051,6.241352582300333,-2.227550542142857,-0.746897863967143,0.3504470897292736
mp-23446,GeBi2O5,3,16,False,True,243.75454742319195,7.774213306413682,-6.078215830625,-1.8758818639062493,3.8684791510470697
mp-23492,Si(Bi3O5)4,3,33,False,True,537.8158133513418,8.81757447689484,-5.95435662,-1.803638541515152,1.1487961579239647
mp-23494,Ti(Bi3O5)4,3,33,False,True,549.4766642715311,8.690230636868908,-6.047508066060606,-1.821891133484849,0.9842513212596579
mp-23576,CsSbClF3,4,24,False,True,597.7906980608209,3.856840115497753,-4.365707105833333,-2.6090565499601723,0.38539
mp-23794,H4NF,3,12,False,True,123.43340854155053,0.9965074770180491,-4.899514341666666,-1.1775195138416663,0.08293746620195247
mp-23844,HgHOF,4,16,False,True,218.8777905264483,7.1798324962338445,-3.68680636875,-1.384411047765,0.055009999999999996
mp-23887,MgH12SO9,4,23,False,True,206.83453661774135,1.7057012380177794,-5.188811058260869,-1.616736495702101,0.3132088018404257
mp-239,BaS3,2,8,False,True,206.51021700954234,3.7554790587524485,-4.63976630875,-1.5552812010937505,0.41852
mp-23973,KMnPH2O5,5,40,True,True,481.7415172964439,2.8543917411990107,-6.39878621275,-2.22755203331766,0.44974
mp-23991,H6S(NO2)2,4,52,False,True,438.3348003369003,1.971783979559295,-5.4563322925,-1.1641002859311544,0.5979
mp-23998,ZnH12N4(ClO4)2,5,27,False,True,282.27025229383884,1.9556321454716041,-4.76616311,-0.7506366286844447,0.02278000000000002
mp-24093,CuH,2,4,False,True,32.12408948466312,6.673766589213054,-3.6078069575,0.06166470819000036,0.37519519559825737
mp-2412,LiP5,2,24,False,True,463.7199661918579,2.3177048749185394,-5.021718697083333,-0.19249333700396853,0.49453778925376374
mp-24354,H7Se2NO6,4,64,False,True,690.8349377203011,2.6438317367934636,-5.0797113009375,-1.1361835143692183,0.51055
mp-24461,H12OsN5Cl3O,5,22,False,True,252.0509821795378,2.6004393296981085,-5.2355562868181815,-0.7867492993804546,0.3978299999999999
mp-24625,KHCN2,4,40,False,True,602.8973162292185,1.7656015945227397,-6.39911563125,-0.502745670526,0.19724999999999998
mp-25246,FeP2O7,3,20,True,True,275.84670974597657,2.7665545352312066,-6.7002256905,-2.0719729860892855,1.3350499391408546
mp-2534,GaAs,2,2,False,True,47.531856924098754,5.053200543137377,-4.193401585,-0.35010259500000007,0.2971600000000007
mp-2542,BeO,2,4,False,True,27.991727944331426,2.967498715746272,-7.1030416375,-3.1105024706249997,0.25456488092431023
mp-25729,H8W3Se(NO6)2,5,52,True,True,588.0648756738314,4.84863281864093,-6.207728839615385,-1.5120321404255277,0.9230450471426311
mp-26173,LiBi3(PO5)2,4,16,False,True,227.14884808999764,6.256376455394243,-6.49380768375,-2.315595283519346,1.5168004832160416
mp-26311,Li5Cu(PO4)2,4,32,False,True,337.2830158754866,2.8377173309055785,-6.1799203265625,-2.527688050967262,0.25164762640443955
mp-26783,LiMn(PO3)4,4,36,True,True,519.382442617311,2.4155482448920766,-7.1025730452777776,-2.5475225873093086,2.6025084123411824
mp-27171,Hg2P2S7,3,11,False,True,275.08116212949227,4.1506209130607905,-3.8446580999999997,-0.5951345699107148,0.6475688903109573
mp-27192,CsBe2F5,3,32,False,True,523.7705362654494,3.1186389793511182,-5.42613362375,-3.4915112773601296,1.4117215787571672e-22
mp-27230,As2SO6,3,18,False,True,285.58954270708824,3.231711030602314,-6.022245206666667,-1.7706897845138887,0.10817999999999998
mp-27322,Nb2Te3O11,3,32,False,True,517.9291032839534,4.774582429389401,-6.953936274375,-2.183009210234374,0.24622999999999998
mp-27704,K3V5O14,3,22,True,True,355.681006810767,2.782468801130825,-6.946694983636363,-2.4115906993863647,1.0060631855902493
mp-27809,Ba(GeP)2,3,20,False,True,513.8373976798277,4.453908890976607,-4.902092695,-0.5059795324285716,0.18104439013678383
mp-27821,Ag3P11,2,14,False,True,293.66783371345053,3.756361767844553,-4.885407177857142,-0.025140631734693386,0.1728311798526848
mp-27851,Hg3(SeCl)2,3,14,False,True,411.77587602191153,6.698969826947548,-2.0871423092857144,-0.5999405994582142,0.35788
mp-28035,BaP10,2,22,False,True,511.878556261566,2.9005639944542634,-5.354701838636363,-0.25908098006493546,0.2554880830880376
mp-28099,SBr,2,8,False,True,305.54484062594094,2.434063627307402,-2.93173446375,-0.37677626031249956,0.2598
mp-28240,CSO,3,3,False,True,76.05754924741086,1.3115995699177738,-6.63254062,-0.9840655681250006,0.19332220622099877
mp-28248,CdI2,2,6,False,True,244.1150068759163,4.982262380170395,-1.909459855,-0.5913862183333333,0.013510003711468162
mp-28261,Na4SnO3,3,16,False,True,276.941782309308,3.10193072671521,-4.41736694,-1.67009401421875,0.5314829750799899
mp-28295,CsIO3,3,10,False,True,219.35607471440517,4.660253005616562,-4.4156909859999995,-1.3844094173362067,0.6286649085959864
mp-28369,GeH3Cl,3,10,False,True,191.4350956727185,1.927690604089665,-3.505760219,-0.3876457008239996,0.21938947878145845
mp-28408,KTcCl3,3,20,False,True,549.3437181871276,2.9436605013495893,-4.548170862,-1.501656504556,0.5054533783644144
mp-28980,K3BiSe3,3,28,False,True,988.827270179593,3.782829982280199,-3.4816066889285717,-0.9522713097901787,0.07601000000000001
mp-28989,Li10BrN3,3,14,False,True,185.96383588805105,1.7084920904972503,-3.8148794785714286,-0.6303386474147616,0.07239712649287265
mp-29057,Nb3SBr7,3,11,False,True,311.6697333607621,4.63585335049363,-5.172273141818182,-1.0599648902840906,0.1625529863261202
mp-29163,Ag2TeS3,3,12,False,True,294.5005515056211,4.956588673769768,-3.562803966666667,-0.3582491926736111,1.1230336178475804
mp-29172,SeF4,2,20,False,True,344.64953815220935,2.986297614939011,-3.9318347445,-2.09621234192075,0.10284999999999998
mp-29252,Sn2ClF3,3,24,False,True,510.5799389000989,4.291269580827604,-4.547477372916666,-2.297462149888333,1.13136
mp-29305,Re2PbO8,3,33,False,True,576.2362278006952,6.11734898800691,-7.807099912727272,-2.119193760909091,0.6344096923912812
mp-29362,GaCuCl4,3,12,False,True,318.4504834181884,2.8687834589492143,-3.3257754658333334,-1.3019920496733335,0.047719999999999985
mp-29513,CsXeF7,3,36,False,True,683.7277560562572,3.858523918763193,-2.6323183905555556,-1.4239375595845594,0.09549333333333333
mp-29515,PH2F3,3,12,False,True,155.07026172955526,1.9271697541982988,-4.5475515775,-1.8551499798969047,0.3539485223870838
mp-29643,CuAsSe2,3,4,False,True,97.81169795631146,5.0317415100158405,-3.963596205,-0.026211783671874933,1.404329102145012
mp-30148,BC2N,3,8,False,True,47.44076552588578,3.418968110209464,-8.46576001,-0.1944093926783328,0.8121399999999998
mp-30192,Pr4Se3O4,3,11,False,True,228.97346949978237,6.269501962983934,-7.22263104,-2.986813504730114,1.07536
mp-30293,Sr2GeSe4,3,14,False,True,421.0637588230527,4.446258069064436,-4.442241745714286,-1.3022245961011905,0.44741376779647113
mp-30311,Zn3(PS4)2,3,26,False,True,575.1076920690618,2.972209770665295,-4.126490426923077,-0.8658079290109888,0.07986771093502054
mp-3038,Al2HgSe4,3,7,False,True,188.88540234601814,5.014468884690393,-3.8010576014285715,-0.6898538027678575,0.21996612875622468
mp-30390,HoSnAu,3,3,False,True,75.81119006498855,10.527027756632103,-4.80097665,-0.8514481866666669,0.2860919268658785
mp-30957,Pr(PO3)3,3,26,False,True,366.2422260051997,3.4260971958484,-7.552753135769231,-2.9964649859203294,0.12050999999999999
mp-31235,BaNaBi,3,9,False,True,341.99662325608784,5.379284401516492,-3.1391022922222223,-0.7665655538888889,0.12669232156485127
mp-31454,TaSbRu,3,3,False,True,59.395606945772776,11.288527345811628,-8.79936595,-0.3789772916666673,1.161729999999999
mp-31455,VSbRu,3,3,False,True,55.21366665265649,8.233618438153252,-7.730127796666667,-0.23487950833333335,2.145443333333335
mp-3159,Al2CdSe4,3,7,False,True,188.0901995675697,4.257187788992254,-4.01074001,-0.8134542456249996,0.1513275059267151
mp-32509,V(PO3)4,3,34,True,True,500.14325135044356,2.435839938765598,-7.252991497941176,-2.5470217778991593,0.13049948112934676
mp-32750,CuI,2,8,False,True,222.90203789159975,5.6751466897785035,-2.95062086625,-0.13901299874999973,0.1022969387984078
mp-34011,Ca(HoS2)2,3,14,False,True,291.2860421340279,5.68017804996131,-6.016902109285715,-2.437439260357143,0.5212254955483926
mp-34034,Ba8P5Br,3,14,False,True,489.1042621642395,4.526936986209782,-4.309693195,-1.1628987316326536,0.3716926365291623
mp-34042,KY3F10,3,14,False,True,231.12118730405282,3.5621790874815065,-6.59904293,-4.119462626064285,5.9061454759717
mp-34078,H3ClO,3,5,False,True,63.731163760795035,1.4193980577721106,-4.277908738,-1.2341634520740001,0.41740627187430956
mp-34337,H4NCl,3,6,False,True,58.28087302632649,1.524079050711453,-4.559545828333333,-0.8653341933533328,0.19515999999999992
mp-344,BN,2,8,False,True,64.8295237523755,2.542715562151446,-8.56938857125,-1.2534571566066663,0.6747176529754598
mp-34982,Ag3AuS2,3,6,False,True,132.7084973055563,7.316178975507748,-3.36465768,-0.24508293937500034,0.4934592410523365
mp-35264,Pr5AgSe8,3,14,False,True,364.7611393112402,6.574060854969245,-5.590376885714286,-1.6829256997916673,0.2539621185041558
mp-35308,CuCN,3,3,False,True,52.74651270734923,2.819589668046702,-6.862406,0.2304102258733328,0.5571295916303558
mp-35327,Al(CN)3,3,14,False,True,281.3474776903525,1.2398378325211876,-8.045263864285713,-0.14764931387714292,0.006959999999999996
mp-35795,BiPbF5,3,7,False,True,111.52184678284092,7.611259833169501,-4.804771265714286,-2.704520322992857,3.4888030166697006
mp-358,HgTe,2,6,False,True,200.51549020171802,8.15356918793694,-1.82743433,-0.10396935499999997,1.1704435878681472
mp-36209,TmCuSe2,3,4,False,True,90.75406123770064,7.143204183791336,-5.0894138425,-1.1978918370052085,0.4629282318027396
mp-36262,BrO2F,3,8,False,True,148.30086339428715,2.931426740499291,-3.54179249125,-0.6545905884224998,0.38399010481040613
mp-36577,Sr(AsS2)2,3,7,False,True,196.22049457898245,3.0949756432770545,-4.6018034271428565,-1.0448810213095234,3.1756370191027363
mp-3666,LiTaO3,3,10,False,True,109.13330709649708,7.178371402696652,-8.437085275,-3.136345967083333,4.39590101431873
mp-36912,Pr2CdS4,3,14,False,True,323.8092098448404,5.358766042700786,-5.412456282857143,-1.9324619203571431,0.97776
mp-37381,SmOF,3,3,False,True,43.1745359595704,7.129060260669901,-7.62264692,-4.161347560257778,0.9373499999999991
mp-37399,Li7NbO6,3,14,False,True,134.24335401371286,2.9376579137819174,-5.912161590714286,-2.4166074602976195,0.75209846293859
mp-37405,Al5CuSe8,3,14,False,True,299.9155101770734,4.596192457109041,-4.38642221,-0.758252378482143,0.06857999999999992
mp-37449,Nd5AgS8,3,14,False,True,316.32714620078224,5.6987780356653746,-6.092546437857143,-2.2027490063095243,0.5307456533500768
mp-3762,VCu3S4,3,8,False,True,158.224284316624,3.8814075281587814,-5.34601701375,-0.9370250578124999,0.10792666666666671
mp-39144,SrLiPrTeO6,5,10,False,True,128.50136727835374,5.9321970930729675,-6.414282943000001,-2.714623243583334,0.4950284418605987
mp-39542,KRb2ZrOF5,5,10,False,True,202.48667852960878,3.380746271321729,-5.674259697,-3.37750131102,0.9037800000000001
mp-3998,LaTaO4,3,12,False,True,168.76987666074115,7.553474596623417,-9.344696868333333,-3.715289158333332,2.3336310078073605
mp-40157,Mo3H24C8S13N2,5,50,False,True,752.9911044244272,1.880984168210945,-5.396431622,-0.49326049204529965,0.12882869400875063
mp-402,CdP2,2,12,False,True,288.11946015719127,4.01957071418663,-4.037256975833333,-0.12633214154761951,0.086488747823055
mp-40204,KZrTl2OF5,5,10,False,True,200.18658241988206,5.392388095168983,-5.537474184,-2.9644920285199996,1.9890850000000004
mp-4081,TaCu3Se4,3,8,False,True,186.37577334228212,6.12470972152575,-5.281948505,-0.5145681049218753,0.06318666666666667
mp-41283,BaLaTaMnO6,5,10,True,True,140.5461000518063,7.18481948290901,-8.364719043,-3.1979586083115166,0.11876999999999988
mp-41472,Ca5P3HO13,4,44,False,True,545.9609197067127,3.0555583852380828,-7.089054078636363,-3.2403923052538306,0.24791836064369335
mp-4182,CrAgS2,3,8,False,True,147.9080567251228,5.029493161129396,-5.6655732625,-0.8076841973958331,0.8924736141132068
mp-4236,BaZnO2,3,12,False,True,210.8839611366442,5.545034776647045,-5.2905802125,-2.373139619375,0.9879330970979778
mp-4360,NaCdF3,3,10,False,True,151.19635286091884,4.226041541665185,-3.9924079919999995,-2.6963927547139996,0.4827756258346117
mp-4627,CoAsS,3,12,False,True,174.23130029994547,6.325299682249642,-5.749924515,-0.6699859410416664,0.18982531627788746
mp-4906,Te2SO7,3,20,False,True,307.9408063861344,4.305945375165999,-5.6671944095,-1.7192694086875,0.8356897286672846
mp-5046,BeSO4,3,6,False,True,73.61106727460097,2.3703063152120976,-6.45593354,-2.4234227721875,0.1909338473136704
mp-504607,YInO3,3,30,False,True,434.53607837988625,5.771593826854677,-7.379620062,-2.988669103416666,0.03611000384715398
mp-504650,La3CuSiS7,4,24,False,True,544.4353668320568,4.470127823477602,-6.088290490833334,-2.034828181822918,0.7263369803942141
mp-5048,LiGaTe2,3,8,False,True,246.59893832591263,4.469387676294413,-3.434358165,-0.6284545066666665,0.028699999999999976
mp-504885,BaFe(Si2O5)2,4,32,True,True,473.85336349675606,3.2625882476725807,-7.48241718375,-2.99457436015625,0.08524999999999999
mp-504891,La3MnGaS7,4,24,False,True,554.3384720848726,4.588152378613328,-6.1814786745833326,-1.9057497767941811,2.385693066405697
mp-504967,CrP(HO)5,4,48,True,True,485.8898857812822,2.2966640248425403,-5.811008840833334,-1.6043135089934524,0.21062999999999996
